id,utility_on_time_ratio,utility_missed_payment_rate,utility_amount_volatility,utility_observation_months,telecom_recharge_regularity,telecom_account_tenure_months,telecom_failed_payment_rate,wallet_inflow_regularity,wallet_outflow_volatility,wallet_balance_stability,wallet_failed_transaction_rate,bill_payment_consistency,simulated_repayment_ratio,simulated_days_late_average,cash_flow_coverage,income_stability,expense_volatility,negative_balance_days,account_age_months,data_completeness,synthetic_audit_group,simulated_repayment_success
synthetic-01054,0.6268,0.0754,0.2778,12,0.6751,52,0.0491,0.5859,0.2887,0.6064,0.0644,0.7407,0.7317,1,0.6178,0.7373,0.2557,2,56,1,Synthetic Region Group B,1
synthetic-01055,0.5582,0.0948,0.3353,12,0.5542,52,0.0918,0.4308,0.3434,0.4555,0.138,0.5382,0.4222,4,0.4823,0.4745,0.4155,2,44,1,Synthetic Region Group C,1
synthetic-01056,0.5376,0.1498,0.2729,7,0.639,49,0.127,0.538,0.4031,0.52,0.1046,0.5145,,,0.6506,0.6392,0.4095,2,56,0.9,Synthetic Region Group D,0
synthetic-01057,0.8759,0.0756,0.3317,12,0.7415,66,0.0339,0.8226,0.3431,0.7993,0.0363,0.8182,0.8686,0,0.7536,0.8736,0.2352,0,69,1,Synthetic Region Group A,1
synthetic-01058,0.6397,0.0995,0.3455,12,,,,0.6888,0.2598,0.6554,0.0138,0.6966,0.6442,2,0.6922,0.5979,0.264,0,52,0.85,Synthetic Region Group B,1
synthetic-01059,0.4962,0.1547,0.3929,12,0.5105,49,0.0769,,0.3489,0.5363,,0.4852,0.4931,5,0.5324,0.5659,0.3739,3,46,0.9,Synthetic Region Group C,0
synthetic-01060,0.5462,0.1038,0.3863,7,0.6084,54,0.0944,,0.4192,0.5868,,0.5216,,,0.6447,0.5594,0.303,4,51,0.8,Synthetic Region Group D,0
synthetic-01061,0.8271,0.0851,0.1969,12,0.89,69,0.0744,0.8309,0.2326,0.7816,0.0344,0.7646,0.7989,0,0.8784,0.8037,0.2878,0,66,1,Synthetic Region Group A,1
synthetic-01062,0.6827,0.0392,0.3821,12,0.7114,57,0.078,0.7302,0.3524,0.6453,0.0199,0.6168,0.6968,0,0.6261,0.6679,0.3135,1,52,1,Synthetic Region Group B,1
synthetic-01063,0.5604,0.0657,0.3482,12,0.5096,48,0.0716,0.4207,0.3768,0.5223,0.138,0.5077,0.5346,3,0.572,0.5422,0.4461,5,46,1,Synthetic Region Group C,1
synthetic-01064,0.6078,0.0957,0.3996,7,0.6509,49,0.1142,,0.436,0.6412,,0.5457,,,0.6414,0.6233,0.3532,2,51,0.8,Synthetic Region Group D,0
synthetic-01065,0.777,0.0109,0.3476,12,0.8299,65,0.0259,0.8511,0.2485,0.7644,0.0974,0.8235,0.8205,0,0.7436,0.7432,0.1972,0,63,1,Synthetic Region Group A,1
synthetic-01066,0.6053,0.0759,0.3847,12,0.597,61,0.119,0.5945,,,0.038,0.6782,0.7384,1,0.7367,0.5907,0.3313,0,56,0.9,Synthetic Region Group B,1
synthetic-01067,0.57,0.1179,0.4474,12,0.5004,52,0.1016,0.5092,0.4108,0.4873,0.0697,0.5536,0.526,3,0.5673,0.5676,0.3177,3,47,1,Synthetic Region Group C,1
synthetic-01068,0.6412,0.0602,0.3079,7,0.5534,52,0.0437,0.5093,0.3305,0.5935,0.118,0.6003,,,0.5764,0.569,0.3184,4,49,0.9,Synthetic Region Group D,0
synthetic-01069,0.7691,0.1131,0.3037,12,0.8897,62,0.0879,0.8385,0.3259,0.8133,0,0.839,0.862,0,0.8307,0.813,0.2355,0,65,1,Synthetic Region Group A,1
synthetic-01070,0.6513,0.0915,0.3626,12,0.6584,50,0.0362,,0.3641,0.7172,,0.6494,,,0.6965,0.6532,0.2722,2,57,0.8,Synthetic Region Group B,1
synthetic-01071,0.4782,0.087,0.319,12,0.5221,42,0.1447,0.5782,0.4265,0.5443,0.0792,0.4603,0.4666,3,0.4329,0.5338,0.3588,4,43,1,Synthetic Region Group C,0
synthetic-01072,0.5294,0.1421,0.3149,7,0.6289,49,0.0894,,0.3886,0.5476,,0.5759,0.5804,1,0.5446,0.5416,0.3234,1,48,0.9,Synthetic Region Group D,1
synthetic-01073,0.7456,0.0788,0.257,12,0.8941,63,0.0361,0.8953,0.3304,0.844,0.0182,0.8634,0.8391,1,0.7539,0.8791,0.2869,0,68,1,Synthetic Region Group A,1
synthetic-01074,0.6801,0.0669,0.3976,12,0.596,57,0.0621,,0.2608,0.6512,,0.7204,0.6651,0,0.7006,0.7406,0.3254,3,52,0.9,Synthetic Region Group B,1
synthetic-01075,0.5001,0.1615,0.3763,12,0.4199,50,0.1132,0.5495,0.3081,0.5116,0.1186,0.5259,0.4432,4,0.4973,0.5662,0.448,6,44,1,Synthetic Region Group C,0
synthetic-01076,,,,,0.5049,49,0.1243,,,,,0.5736,0.5616,4,0.5761,0.5928,0.276,2,47,0.6,Synthetic Region Group D,0
synthetic-01077,0.8687,0.0829,0.3114,12,0.7754,60,0.0219,0.8653,0.3388,0.8997,0.0744,0.8039,0.8687,0,0.8174,0.861,0.3463,0,62,1,Synthetic Region Group A,1
synthetic-01078,0.6474,0.1199,0.3643,12,0.7349,57,0.0599,0.6724,0.2891,0.6241,0.0168,0.669,0.5844,4,0.7194,0.7135,0.314,1,52,1,Synthetic Region Group B,1
synthetic-01079,0.488,0.0751,0.3616,12,0.5238,44,0.0882,0.4402,,,0.0647,0.4241,0.506,7,0.5664,0.4747,0.3558,2,47,0.9,Synthetic Region Group C,0
synthetic-01080,0.5716,0.1317,0.2957,7,0.639,56,0.1087,,0.3401,0.5424,,0.5568,0.5785,5,0.5513,0.5179,0.3325,0,54,0.9,Synthetic Region Group D,1
synthetic-01081,0.7405,0.0408,0.1922,12,0.8777,58,0.0455,0.773,0.3497,0.7486,0,0.8888,,,0.8911,0.7757,0.3196,0,66,0.9,Synthetic Region Group A,1
synthetic-01082,0.6119,0.1043,0.2846,12,0.6739,54,0.1054,0.7137,0.3163,0.6171,0.1126,0.7119,,,0.7263,0.6646,0.3154,0,59,0.9,Synthetic Region Group B,1
synthetic-01083,0.4988,0.0984,0.3083,12,0.5319,45,0.0691,0.5287,0.3257,0.5599,0.0376,0.5481,,,0.4749,0.445,0.3262,2,43,0.9,Synthetic Region Group C,0
synthetic-01084,0.5488,0.0519,0.3182,7,0.6061,55,0.0824,0.6233,,,0.0599,0.501,,,0.5502,0.5783,0.2808,2,49,0.8,Synthetic Region Group D,0
synthetic-01085,0.7858,0.0165,0.229,12,0.8677,68,0.0737,0.7979,0.339,0.8356,0.016,0.7843,0.8198,0,0.8855,0.7813,0.1996,0,62,1,Synthetic Region Group A,1
synthetic-01086,0.6954,0.0991,0.3729,12,0.6789,58,0.1087,0.585,0.3494,0.6481,0.0872,0.6004,,,0.5893,0.5809,0.3492,2,57,0.9,Synthetic Region Group B,1
synthetic-01087,0.4834,0.0761,0.3981,12,0.5135,49,0.0517,0.4856,0.4401,0.5148,0.0599,0.4493,0.5083,3,0.4495,0.4215,0.3333,2,42,1,Synthetic Region Group C,1
synthetic-01088,0.6464,0.0889,0.3732,7,0.6253,50,0.057,,0.2889,0.5975,,,0.5103,1,,,,,52,0.65,Synthetic Region Group D,1
synthetic-01089,0.8357,0.0299,0.213,12,0.8927,58,0.08,,0.3123,0.7576,,0.828,0.8619,0,0.8965,0.7644,0.3331,0,65,0.9,Synthetic Region Group A,1
synthetic-01090,0.7307,0.1278,0.2439,12,0.6263,54,0.0732,0.7299,0.3339,0.6079,0.09,0.682,0.6867,2,0.6223,0.6121,0.2675,2,61,1,Synthetic Region Group B,1
synthetic-01091,0.4296,0.0926,0.4065,12,0.5022,49,0.1405,0.5394,0.3938,0.5623,0.1209,0.459,0.4911,5,0.4347,0.4856,0.3118,4,45,1,Synthetic Region Group C,0
synthetic-01092,0.5715,0.1233,0.3474,7,0.5032,50,0.0862,,,,,0.6258,0.6141,2,0.6046,0.5646,0.2951,2,53,0.8,Synthetic Region Group D,1
synthetic-01093,0.7579,0.0521,0.256,12,0.8811,58,0.0393,0.895,0.3432,0.7584,0,0.8903,0.7509,0,0.8546,0.8175,0.3139,0,65,1,Synthetic Region Group A,1
synthetic-01094,0.713,0.1164,0.3058,12,0.6579,53,0.0717,0.7077,0.2772,0.6069,0.0509,0.5853,0.6363,1,0.5794,0.7041,0.2877,0,52,1,Synthetic Region Group B,1
synthetic-01095,0.4308,0.1124,0.2932,12,0.5519,42,0.0907,0.467,0.4559,0.466,0.0705,0.4989,0.4644,4,0.5043,0.4668,0.3498,4,46,1,Synthetic Region Group C,0
synthetic-01096,0.5048,0.1424,0.3348,7,0.5226,55,0.1089,,0.4232,0.5516,,,,,,,,,52,0.55,Synthetic Region Group D,0
synthetic-01097,0.8708,0.0844,0.2139,12,0.7902,69,0.0879,0.8286,0.2229,0.7687,0.0762,0.8361,,,0.7877,0.8017,0.3012,0,66,0.9,Synthetic Region Group A,1
synthetic-01098,0.6239,0.0556,0.3118,12,0.6551,53,0.1084,0.6901,0.3893,0.6323,0.0273,0.6163,0.6579,0,0.7324,0.5869,0.3775,1,62,1,Synthetic Region Group B,1
synthetic-01099,0.5052,0.1379,0.3015,12,0.5084,44,0.0965,0.5022,0.3522,0.4691,0.1326,0.4348,0.5687,5,0.497,0.491,0.3369,2,45,1,Synthetic Region Group C,1
synthetic-01100,0.5658,0.0691,0.4274,7,0.5854,47,0.0935,,,,,0.6461,,,0.546,0.5042,0.3148,0,48,0.7,Synthetic Region Group D,0
synthetic-01101,0.7513,0.0337,0.2833,12,0.8326,58,0.0309,0.7442,0.2424,0.8523,0.0472,0.7465,0.8364,0,0.7503,0.748,0.2867,0,66,1,Synthetic Region Group A,1
synthetic-01102,0.7042,0.1075,0.2546,12,0.5965,61,0.0419,0.7336,0.2698,0.5985,0.0646,0.6415,0.6266,0,0.6881,0.6679,0.3317,0,52,1,Synthetic Region Group B,1
synthetic-01103,0.4704,0.1557,0.3657,12,0.49,42,0.1004,0.4193,0.3251,0.5001,0.076,0.4342,0.4676,3,0.4829,0.4313,0.3924,3,43,1,Synthetic Region Group C,1
synthetic-01104,0.6502,0.1371,0.3992,7,0.6029,47,0.0952,,0.3837,0.6216,,0.5322,,,0.5711,0.5801,0.3644,2,51,0.8,Synthetic Region Group D,1
synthetic-01105,0.805,0.0682,0.2578,12,0.8888,67,0.0734,0.7944,0.2988,0.7472,0.0648,0.8412,0.7659,0,0.8738,0.8585,0.2651,0,62,1,Synthetic Region Group A,1
synthetic-01106,0.6758,0.1089,0.3949,12,0.6195,58,0.1226,,0.3053,0.6888,,,0.6572,1,,,,,57,0.65,Synthetic Region Group B,1
synthetic-01107,0.5356,0.1239,0.3139,12,,,,0.458,0.4378,0.4718,0.1378,0.4952,,,0.4596,0.5441,0.3521,4,50,0.75,Synthetic Region Group C,0
synthetic-01108,0.5204,0.0736,0.3409,7,0.5489,51,0.104,,0.2849,0.6559,,0.5195,0.5595,2,0.5312,0.6412,0.2908,4,53,0.9,Synthetic Region Group D,1
synthetic-01109,0.8025,0.0822,0.1953,12,0.7973,67,0.1003,0.7852,0.3326,0.7798,0.0587,0.8796,0.8443,0,0.8454,0.7761,0.2544,0,63,1,Synthetic Region Group A,1
synthetic-01110,0.5952,0.1196,0.35,12,0.6129,58,0.0685,0.6941,0.2981,0.6362,0.1186,0.5966,0.6763,1,0.6887,0.6115,0.2919,2,56,1,Synthetic Region Group B,1
synthetic-01111,0.4723,0.09,0.345,12,0.4817,53,0.0813,,0.4103,0.5065,,0.4506,0.5459,5,0.4868,0.4987,0.3514,3,45,0.9,Synthetic Region Group C,0
synthetic-01112,0.5395,0.0571,0.3599,7,0.6522,56,0.0752,0.641,0.4212,0.5685,0.0655,0.6192,0.5844,2,0.547,0.6191,0.3217,1,48,1,Synthetic Region Group D,1
synthetic-01113,0.8349,0.0226,0.2517,12,0.8978,60,0.0103,0.8614,0.3235,0.8266,0.0697,0.8843,0.8733,0,0.7978,0.8508,0.2704,0,65,1,Synthetic Region Group A,1
synthetic-01114,0.592,0.1323,0.3047,12,0.6818,59,0.097,0.5852,0.351,0.6966,0.1117,0.7383,0.7329,1,0.7124,0.6318,0.2893,0,60,1,Synthetic Region Group B,1
synthetic-01115,0.48,0.0612,0.3964,12,0.4829,45,0.0618,0.5244,0.3152,0.4512,0.035,0.4715,0.5533,6,0.4631,0.5511,0.3616,3,47,1,Synthetic Region Group C,0
synthetic-01116,0.533,0.0761,0.2854,7,0.5296,48,0.0553,0.6479,0.3432,0.5443,0.1197,0.6424,,,0.5353,0.5655,0.363,3,49,0.9,Synthetic Region Group D,0
synthetic-01117,0.8732,0.0267,0.3124,12,0.7958,58,0.0269,0.8752,0.2557,0.7536,0,0.7495,,,0.8219,0.8952,0.2047,0,66,0.9,Synthetic Region Group A,1
synthetic-01118,0.7369,0.1377,0.3624,12,0.6387,58,0.0806,0.6736,0.2608,0.6775,0.043,0.7287,0.5857,4,0.6995,0.7171,0.2733,3,57,1,Synthetic Region Group B,1
synthetic-01119,0.5801,0.0582,0.3467,12,0.4873,42,0.0894,,0.4605,0.4779,,0.5375,0.561,4,0.5402,0.5761,0.3078,4,43,0.9,Synthetic Region Group C,1
synthetic-01120,0.5025,0.1444,0.331,7,0.5279,52,0.1239,,0.4022,0.6166,,0.5469,0.6082,2,0.5695,0.5249,0.32,4,49,0.9,Synthetic Region Group D,1
synthetic-01121,0.7944,0.0221,0.2804,12,0.7486,58,0.0839,0.751,0.2646,0.8117,0.0468,0.7663,0.8213,0,0.7391,0.8016,0.3102,0,66,1,Synthetic Region Group A,1
synthetic-01122,0.7062,0.1023,0.3154,12,0.6185,57,0.0639,0.6629,0.3871,0.6754,0.0225,0.6693,0.6651,3,0.6724,0.6058,0.3188,0,56,1,Synthetic Region Group B,1
synthetic-01123,0.5317,0.1532,0.3196,12,0.5345,48,0.0694,0.5745,0.3334,0.5157,0.0932,0.4233,0.5547,4,0.5342,0.5503,0.4093,6,47,1,Synthetic Region Group C,1
synthetic-01124,0.6368,0.0599,0.3511,7,0.5603,56,0.123,0.5961,0.3654,0.54,0.1031,0.5709,,,0.5173,0.637,0.348,4,51,0.9,Synthetic Region Group D,1
synthetic-01125,0.8795,0.0745,0.3001,12,0.7864,67,0.0196,0.8613,0.3274,0.8431,0.0153,0.7466,0.8063,0,0.8523,0.8045,0.2561,0,69,1,Synthetic Region Group A,1
synthetic-01126,0.6824,0.034,0.2866,12,0.6927,61,0.0357,,0.4063,0.7256,,0.5991,0.6179,0,0.588,0.6119,0.3413,0,58,0.9,Synthetic Region Group B,1
synthetic-01127,0.5203,0.1368,0.3162,12,0.4533,45,0.1044,,0.3095,0.5134,,0.5717,0.4317,4,0.5711,0.4818,0.3396,5,46,0.9,Synthetic Region Group C,0
synthetic-01128,0.5772,0.0468,0.4135,7,0.6353,57,0.0468,,0.3861,0.5526,,0.6585,,,0.6486,0.5941,0.4307,2,54,0.8,Synthetic Region Group D,1
synthetic-01129,0.7989,0.0979,0.2705,12,0.7639,58,0.0881,0.7566,0.2724,0.8175,0.0168,0.744,0.791,0,0.8844,0.7963,0.2768,0,65,1,Synthetic Region Group A,1
synthetic-01130,0.6893,0.1324,0.3608,12,0.7169,60,0.0387,0.6458,0.2591,0.6831,0.0152,0.7173,0.739,3,0.5812,0.6106,0.3951,2,58,1,Synthetic Region Group B,1
synthetic-01131,0.5053,0.1384,0.334,12,0.4886,54,0.0942,,0.4533,0.4701,,0.4953,,,0.5627,0.4479,0.4264,4,46,0.8,Synthetic Region Group C,0
synthetic-01132,,,,,0.519,56,0.1124,,0.3786,0.5624,,0.5507,,,0.5938,0.5682,0.3435,2,48,0.6,Synthetic Region Group D,0
synthetic-01133,0.7488,0.0236,0.1974,12,0.8661,66,0.0737,0.8712,0.2752,0.8303,0.035,0.8726,0.7571,0,0.8974,0.7854,0.2458,0,62,1,Synthetic Region Group A,1
synthetic-01134,0.5815,0.1324,0.2467,12,0.6047,59,0.0447,0.7111,0.3714,0.6241,0.0242,0.6285,0.7392,1,0.6071,0.5926,0.3203,2,60,1,Synthetic Region Group B,1
synthetic-01135,0.5417,0.1571,0.3006,12,0.4908,44,0.1259,0.4284,0.3846,0.4466,0.049,0.4347,0.45,5,0.5772,0.4264,0.4424,3,43,1,Synthetic Region Group C,1
synthetic-01136,,,,,0.5015,47,0.098,,0.2906,0.5842,,0.6305,0.5605,3,0.6241,0.5624,0.4374,1,47,0.7,Synthetic Region Group D,1
synthetic-01137,0.7796,0.0106,0.2609,12,0.757,63,0.0977,0.8063,0.3177,0.8159,0.0371,0.8878,0.7678,0,0.7852,0.774,0.3142,0,65,1,Synthetic Region Group A,1
synthetic-01138,0.7231,0.1347,0.3737,12,0.6782,57,0.042,,0.3423,0.7278,,0.7093,0.6216,4,0.6045,0.6476,0.2549,0,52,0.9,Synthetic Region Group B,1
synthetic-01139,0.5351,0.1423,0.4264,12,0.5047,47,0.0745,0.5003,0.3682,0.4285,0.04,0.4289,0.4715,2,0.4871,0.5405,0.4401,2,47,1,Synthetic Region Group C,0
synthetic-01140,0.5871,0.1148,0.3595,7,0.5818,51,0.1055,0.5353,0.338,0.6318,0.0734,0.6109,0.5298,1,0.5492,0.5826,0.3492,2,47,1,Synthetic Region Group D,1
synthetic-01141,0.8112,0.0992,0.3076,12,0.8941,68,0.0135,0.8579,0.1972,0.8881,0.0082,0.7614,0.7836,0,0.7789,0.8522,0.2564,0,69,1,Synthetic Region Group A,1
synthetic-01142,0.7255,0.044,0.3254,12,0.648,50,0.0909,0.5841,,,0.058,0.6069,,,0.6112,0.6707,0.3534,3,57,0.8,Synthetic Region Group B,0
synthetic-01143,0.5084,0.1611,0.3715,12,0.5538,53,0.0643,0.4451,0.3222,0.5739,0.1171,0.4593,0.4814,6,0.5695,0.581,0.4218,3,50,1,Synthetic Region Group C,0
synthetic-01144,0.5474,0.0582,0.4073,7,0.6006,54,0.125,,,,,0.5089,,,0.5768,0.6392,0.4168,4,55,0.7,Synthetic Region Group D,0
synthetic-01145,0.9006,0.017,0.2759,12,0.7755,57,0.0213,0.7512,0.264,0.7889,0.0003,0.8156,0.8547,0,0.8257,0.8178,0.2617,0,67,1,Synthetic Region Group A,1
synthetic-01146,0.7223,0.1215,0.3114,12,0.5901,56,0.0665,0.6425,0.3465,0.6711,0.0793,0.6464,0.6243,3,0.6018,0.6779,0.4069,3,55,1,Synthetic Region Group B,1
synthetic-01147,0.4887,0.0653,0.3502,12,0.5706,46,0.0851,0.5391,,,0.1139,,0.5152,3,,,,,45,0.65,Synthetic Region Group C,0
synthetic-01148,0.5898,0.1428,0.3907,7,0.529,47,0.081,0.596,0.3884,0.5109,0.0269,0.5524,,,0.5752,0.6268,0.3708,4,55,0.9,Synthetic Region Group D,1
synthetic-01149,0.7474,0.0253,0.2707,12,0.7611,60,0.0285,0.8431,0.2973,0.848,0.0343,0.8217,0.7822,0,0.8708,0.8776,0.2638,0,64,1,Synthetic Region Group A,1
synthetic-01150,0.7377,0.037,0.3367,12,0.7176,55,0.08,0.6265,0.3404,0.6319,0.1111,0.7008,0.6346,3,0.7302,0.6147,0.3475,1,52,1,Synthetic Region Group B,1
synthetic-01151,0.4701,0.1409,0.3777,12,0.5685,44,0.0556,0.4998,0.3708,0.5074,0.0806,0.5695,0.4204,6,0.4909,0.4274,0.3044,5,43,1,Synthetic Region Group C,0
synthetic-01152,,,,,0.5409,48,0.1019,,,,,0.5673,0.5045,2,0.6072,0.5281,0.3085,3,56,0.6,Synthetic Region Group D,1
synthetic-01153,0.8386,0.0713,0.2517,12,0.8942,59,0.0294,0.8695,0.2998,0.9005,0.0509,0.7939,0.8548,0,0.7662,0.8047,0.2751,0,65,1,Synthetic Region Group A,1
synthetic-01154,0.6563,0.0798,0.251,12,0.6783,61,0.0963,0.6156,0.3174,0.7181,0.037,0.7346,0.6765,1,0.701,0.7119,0.3941,0,56,1,Synthetic Region Group B,1
synthetic-01155,0.4797,0.0729,0.312,12,0.5138,42,0.0707,0.5795,0.3973,0.4797,0.0808,0.5298,0.4475,4,0.5674,0.4399,0.4115,3,44,1,Synthetic Region Group C,1
synthetic-01156,0.5585,0.0701,0.3945,7,0.5938,48,0.0454,,0.4162,0.5615,,,,,,,,,54,0.55,Synthetic Region Group D,0
synthetic-01157,0.8604,0.0572,0.2408,12,0.8973,62,0.0162,0.8999,0.3254,0.8354,0.0129,0.8722,0.7465,0,0.8863,0.7722,0.2787,0,64,1,Synthetic Region Group A,1
synthetic-01158,0.7192,0.0659,0.3938,12,0.7023,51,0.0384,0.6138,0.2531,0.7267,0.0558,0.5808,0.6888,3,0.6691,0.6906,0.3381,2,54,1,Synthetic Region Group B,1
synthetic-01159,0.4754,0.1535,0.4474,12,0.4798,43,0.061,0.4726,0.3184,0.5362,0.0341,0.513,0.5524,4,0.4664,0.5118,0.4626,5,45,1,Synthetic Region Group C,1
synthetic-01160,0.6069,0.0864,0.3353,7,0.5737,54,0.1269,,0.4146,0.527,,0.6294,,,0.5674,0.4993,0.3566,3,55,0.8,Synthetic Region Group D,0
synthetic-01161,0.7942,0.0136,0.342,12,0.7428,68,0.0179,0.7533,0.2775,0.8943,0.053,0.7702,0.794,0,0.8104,0.8984,0.3338,0,68,1,Synthetic Region Group A,1
synthetic-01162,0.7186,0.0882,0.2462,12,0.7253,60,0.0346,,0.3364,0.6427,,0.6338,0.7223,4,0.5899,0.7259,0.3276,3,57,0.9,Synthetic Region Group B,1
synthetic-01163,0.5312,0.1247,0.355,12,0.4216,52,0.1204,0.5557,0.4112,0.5239,0.1176,0.551,0.4772,2,0.4461,0.424,0.4115,5,45,1,Synthetic Region Group C,0
synthetic-01164,0.5501,0.0743,0.3932,7,0.5992,50,0.0516,0.5952,0.3284,0.5512,0.0653,0.6102,0.5554,1,0.5731,0.5383,0.3814,1,51,1,Synthetic Region Group D,1
synthetic-01165,0.855,0.0955,0.3433,12,0.8836,66,0.0201,0.7442,0.2964,0.7699,0.042,,0.8053,0,,,,,64,0.75,Synthetic Region Group A,1
synthetic-01166,0.6114,0.1357,0.2479,12,0.595,52,0.077,0.5989,0.3768,0.6421,0.0964,0.5807,,,0.6823,0.6675,0.2959,0,56,0.9,Synthetic Region Group B,1
synthetic-01167,0.4837,0.0564,0.3594,12,0.5029,46,0.1334,0.5035,0.3286,0.4277,0.1098,0.5277,0.5167,3,0.5268,0.433,0.3552,4,45,1,Synthetic Region Group C,0
synthetic-01168,0.5955,0.09,0.4013,7,0.5424,56,0.064,,0.2912,0.5495,,0.5918,0.583,4,0.51,0.5962,0.4037,1,48,0.9,Synthetic Region Group D,1
synthetic-01169,0.8997,0.0421,0.3173,12,0.8283,69,0.0522,0.8473,0.1961,0.7789,0.0395,0.7772,0.7908,1,0.8032,0.7405,0.21,0,68,1,Synthetic Region Group A,1
synthetic-01170,0.5991,0.1372,0.2823,12,0.738,59,0.0481,0.717,0.2511,0.5919,0.1018,0.6175,0.6227,0,0.6831,0.7107,0.3477,1,60,1,Synthetic Region Group B,1
synthetic-01171,0.4546,0.0663,0.3264,12,0.4581,51,0.1086,0.4493,0.3389,0.4787,0.0445,0.5022,0.4419,7,0.4235,0.4566,0.3866,6,47,1,Synthetic Region Group C,0
synthetic-01172,0.6327,0.1477,0.3679,7,0.6199,51,0.1076,,,,,0.5321,0.6247,4,0.5468,0.5984,0.2812,1,56,0.8,Synthetic Region Group D,1
synthetic-01173,0.8234,0.0442,0.2688,12,0.7967,61,0.045,0.7911,0.2984,0.7621,0.0773,0.85,0.9003,0,0.8158,0.8934,0.2353,0,63,1,Synthetic Region Group A,1
synthetic-01174,0.7034,0.0428,0.3896,12,0.6177,51,0.0534,0.6023,,,0.0242,0.6843,0.6997,1,0.7104,0.7362,0.3758,0,59,0.9,Synthetic Region Group B,1
synthetic-01175,0.4418,0.1459,0.3223,12,0.477,53,0.0853,0.4806,0.4079,0.4237,0.0974,0.569,0.5685,5,0.5294,0.556,0.4122,3,44,1,Synthetic Region Group C,1
synthetic-01176,0.5879,0.1428,0.3984,7,0.6506,52,0.1228,0.5125,0.2845,0.5276,0.0446,,,,,,,,52,0.65,Synthetic Region Group D,0
synthetic-01177,0.8869,0.0887,0.3213,12,0.7556,64,0.0929,0.8605,0.2779,0.8397,0.0512,0.8278,,,0.8482,0.8655,0.3193,0,69,0.9,Synthetic Region Group A,1
synthetic-01178,0.7022,0.0809,0.3398,12,0.6297,60,0.1136,0.7011,0.3305,0.6758,0.0896,0.682,0.6029,4,0.6311,0.5839,0.2976,2,60,1,Synthetic Region Group B,1
synthetic-01179,0.4394,0.0628,0.3287,12,0.4739,51,0.0597,0.4889,0.4264,0.5457,0.1125,0.5356,0.5399,3,0.4701,0.5501,0.3868,5,45,1,Synthetic Region Group C,1
synthetic-01180,0.6321,0.133,0.2932,7,0.5583,57,0.0867,0.5389,,,0.0723,0.5034,0.5716,5,0.5458,0.5296,0.3408,0,51,0.9,Synthetic Region Group D,1
synthetic-01181,0.8634,0.0226,0.2961,12,0.8452,69,0.053,,0.2925,0.7614,,0.8685,0.7599,0,0.7944,0.7868,0.2621,0,67,0.9,Synthetic Region Group A,1
synthetic-01182,0.6561,0.087,0.2591,12,0.7404,54,0.1189,0.648,0.359,0.6963,0.1006,0.5992,0.7404,2,0.6873,0.7343,0.306,0,60,1,Synthetic Region Group B,1
synthetic-01183,0.455,0.1295,0.3374,12,0.4569,50,0.1325,0.4565,0.3357,0.4713,0.1195,0.5601,0.5624,4,0.5496,0.4713,0.3519,4,46,1,Synthetic Region Group C,0
synthetic-01184,0.5568,0.0458,0.3704,7,0.5344,55,0.0792,0.611,,,0.0553,0.5549,0.564,3,0.5595,0.6148,0.3571,2,49,0.9,Synthetic Region Group D,1
synthetic-01185,0.8296,0.0362,0.273,12,0.8581,65,0.0876,0.7944,0.2429,0.8968,0.0801,0.8011,0.8337,1,0.7523,0.7607,0.232,0,68,1,Synthetic Region Group A,1
synthetic-01186,0.7299,0.0614,0.3277,12,0.6021,58,0.1031,0.6655,0.2605,0.7044,0.1087,0.6421,0.5993,0,0.685,0.6792,0.2703,0,53,1,Synthetic Region Group B,1
synthetic-01187,0.5529,0.0907,0.4095,12,0.5203,48,0.0874,0.4258,0.4442,0.4885,0.0851,0.5328,0.5743,4,0.5378,0.5033,0.3573,4,51,1,Synthetic Region Group C,1
synthetic-01188,,,,,0.5407,52,0.0765,,0.394,0.5456,,0.6015,,,0.5578,0.6592,0.3782,2,51,0.6,Synthetic Region Group D,0
synthetic-01189,0.8082,0.0434,0.3322,12,0.7837,67,0.0672,0.7905,0.2523,0.7726,0.1006,0.7652,0.7506,0,0.7853,0.812,0.2883,0,62,1,Synthetic Region Group A,1
synthetic-01190,0.6386,0.1285,0.3333,12,0.7076,59,0.1185,0.7046,0.352,0.6478,0.0207,0.5969,0.6847,4,0.6384,0.5945,0.3112,3,57,1,Synthetic Region Group B,1
synthetic-01191,0.4392,0.1164,0.4063,12,0.4445,45,0.1023,0.5434,0.3936,0.487,0.0443,0.5107,0.4679,3,0.5289,0.5619,0.3672,3,52,1,Synthetic Region Group C,1
synthetic-01192,0.5284,0.0518,0.4174,7,0.6176,51,0.0864,,0.3063,0.6352,,,,,,,,,52,0.55,Synthetic Region Group D,0
synthetic-01193,0.7817,0.0289,0.2592,12,0.873,58,0.0666,0.828,0.2855,0.7904,0.032,0.8492,0.8022,1,0.7751,0.7964,0.293,0,64,1,Synthetic Region Group A,1
synthetic-01194,0.7231,0.0528,0.2879,12,0.621,60,0.1198,,0.3937,0.6871,,0.5815,0.6527,4,0.6784,0.6931,0.335,0,53,0.9,Synthetic Region Group B,1
synthetic-01195,0.5008,0.0632,0.4471,12,0.4932,45,0.1444,0.4846,0.4253,0.5126,0.0438,,0.42,6,,,,,49,0.75,Synthetic Region Group C,0
